customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned
C00538,medium,referral,Mumbai,28,male,9,17,96878,93289.76,71829.07,21460.689999999995,23.0,10365.53,2025-07-13,2025-12-11,20,151,119,56,29,22,12,3,4,1,21.75,0.2437,0.1849,0.1008,6,68081.51,0
C01218,high,organic,Bhubaneswar,43,female,8,18,95562,88267.85,70264.03,18003.819999999996,20.4,11033.48,2025-10-08,2025-12-30,1,83,89,58,15,9,7,3,4,1,35.18,0.1685,0.1011,0.0787,8,195943.62,0
C00663,high,organic,Ahmedabad,50,female,4,11,95395,86604.7,72612.98000000001,13991.719999999992,16.16,21651.17,2025-11-16,2025-12-15,16,29,53,28,12,6,7,3,4,1,50.34,0.2264,0.1132,0.1321,12,211916.94,0
C00965,medium,organic,Jaipur,23,female,9,14,95021,88613.5,66922.04000000001,21691.460000000003,24.48,9845.94,2025-02-11,2025-10-07,85,238,155,72,41,25,17,3,4,1,13.8,0.2645,0.1613,0.1097,1,5804.16,0
C00182,medium,organic,Delhi,58,female,4,9,94441,78145.41,60633.280000000006,17512.129999999997,22.41,19536.35,2025-01-01,2025-10-09,83,281,140,65,40,16,19,3,4,1,5.2,0.2857,0.1143,0.1357,3,151312.05000000002,0
C00927,low,referral,Bangalore,22,male,2,5,94247,85942.24,71330.84000000001,14611.399999999998,17.0,42971.12,2025-01-01,2025-01-22,343,21,26,10,7,5,4,3,4,1,34.76,0.2692,0.1923,0.1538,0,0.0,1
C00310,medium,referral,Mumbai,38,female,8,19,92723,86639.79,64896.07,21743.719999999998,25.1,10829.97,2025-02-23,2025-11-12,49,262,172,74,43,37,18,3,4,1,11.15,0.25,0.2151,0.1047,3,7101.45,0
C00933,medium,referral,Bangalore,32,male,3,6,92481,79680.54,63255.36,16425.18,20.61,26560.18,2025-11-23,2025-12-21,10,28,30,18,7,1,4,3,4,1,39.11,0.2333,0.0333,0.1333,1,905.52,0
C00995,medium,referral,Hyderabad,47,male,10,18,91063,84854.9,61868.130000000005,22986.769999999993,27.09,8485.49,2024-06-22,2025-08-18,135,422,246,130,54,41,21,3,4,1,8.65,0.2195,0.1667,0.0854,5,19970.8,0
C00341,low,organic,Mumbai,30,female,1,2,90422,89517.78,68421.32,21096.459999999992,23.57,89517.78,2024-02-28,2024-02-28,672,0,13,8,1,2,2,3,4,1,1.0,0.0769,0.1538,0.1538,0,0.0,1
C01037,low,ads,Pune,39,female,2,5,89052,85401.48,60831.71,24569.770000000004,28.77,42700.74,2025-11-14,2025-12-07,24,23,23,12,4,4,3,3,4,1,31.74,0.1739,0.1739,0.1304,1,6310.08,0
C00447,medium,ads,Hyderabad,30,male,3,7,89019,81373.32,63677.04,17696.28,21.75,27124.44,2025-11-04,2025-11-08,53,4,41,24,10,2,5,3,4,1,273.75,0.2439,0.0488,0.122,4,71581.76,0
C00924,medium,referral,Hyderabad,31,female,10,17,88506,81100.19,57158.21,23941.979999999996,29.52,8110.02,2025-06-03,2025-11-05,56,155,113,62,19,16,16,3,4,1,23.55,0.1681,0.1416,0.1416,1,3499.62,0
C00442,medium,referral,Mumbai,38,female,3,8,88237,86472.26,65561.14,20911.120000000003,24.18,28824.09,2025-10-06,2025-12-27,4,82,36,18,10,6,2,3,4,1,13.35,0.2778,0.1667,0.0556,2,10006.84,0
C00489,medium,referral,Mumbai,40,female,13,25,86895,82250.45999999999,58852.57,23397.889999999996,28.45,6326.96,2024-11-25,2025-10-27,65,336,195,86,59,25,25,3,4,1,14.12,0.3026,0.1282,0.1282,4,10041.26,0
C00762,medium,ads,Kolkata,34,female,6,10,85598,79304.76000000001,55770.49,23534.27,29.68,13217.46,2025-06-23,2025-12-29,2,189,105,62,21,11,11,3,4,1,11.59,0.2,0.1048,0.1048,1,3704.43,0
C00620,low,organic,Kolkata,32,female,1,2,83204,79875.84,54922.98,24952.859999999993,31.24,79875.84,2025-05-09,2025-05-09,236,0,27,9,12,3,3,3,4,1,1.0,0.4444,0.1111,0.1111,0,0.0,1
C01153,medium,ads,Bhubaneswar,54,female,4,8,82499,75097.98,55746.18,19351.799999999992,25.77,18774.49,2025-09-13,2025-12-04,27,82,50,24,6,15,5,3,4,1,17.8,0.12,0.3,0.1,4,150070.99,0
C00500,medium,ads,Hyderabad,21,male,6,12,81560,75394.85,58232.84,17162.010000000002,22.76,12565.81,2025-01-22,2025-12-07,24,319,182,91,40,32,19,3,4,1,6.87,0.2198,0.1758,0.1044,3,16882.44,0
C00717,medium,organic,Mumbai,18,female,1,2,81416,75716.87999999999,56032.88,19683.999999999993,26.0,75716.88,2025-12-29,2025-12-29,2,0,7,1,3,2,1,3,4,1,1.0,0.4286,0.2857,0.1429,2,22411.48,0
C00881,low,organic,Hyderabad,26,female,1,2,81416,74088.56,56032.88,18055.68,24.37,74088.56,2025-12-01,2025-12-01,30,0,4,2,2,0,0,2,2,1,1.0,0.5,0.0,0.0,0,0.0,1
C00528,high,organic,Bhubaneswar,42,female,10,19,80043,75978.93000000001,57492.630000000005,18486.3,24.33,7597.89,2025-09-19,2025-12-25,6,97,113,56,24,16,17,3,4,1,37.63,0.2124,0.1416,0.1504,8,35214.6,0
C00735,medium,organic,Mumbai,51,female,6,14,80011,69626.95999999999,57604.19,12022.769999999999,17.27,11604.49,2025-10-04,2025-12-17,14,74,41,18,6,12,5,3,4,1,29.59,0.1463,0.2927,0.122,5,27993.66,0
C00579,medium,referral,Bangalore,41,female,10,17,78749,74958.52,54669.49,20289.03,27.07,7495.85,2025-05-18,2025-12-28,3,224,103,50,21,18,14,3,4,1,16.29,0.2039,0.1748,0.1359,7,189548.56,0
C00019,high,ads,Delhi,36,female,9,16,77936,68728.47,57657.67,11070.799999999996,16.11,7636.5,2025-10-24,2025-12-31,0,68,64,29,13,15,7,3,4,1,48.31,0.2031,0.2344,0.1094,14,323035.37,0
C01221,medium,ads,Mumbai,54,female,9,18,77813,69466.85,55109.15,14357.7,20.67,7718.54,2025-02-11,2025-12-04,27,296,166,85,38,29,14,3,4,1,11.1,0.2289,0.1747,0.0843,1,2105.04,0
C01112,low,organic,Hyderabad,19,female,1,2,76278,73989.66,48985.64,25004.020000000004,33.79,73989.66,2025-12-15,2025-12-15,16,0,22,12,7,3,0,2,3,1,1.0,0.3182,0.1364,0.0,1,4120.32,0
C00482,low,ads,Jaipur,47,male,2,6,75072,70133.15999999999,51008.04,19125.11999999999,27.27,35066.58,2025-06-21,2025-09-30,92,101,30,18,6,5,1,3,4,1,7.23,0.2,0.1667,0.0333,0,0.0,1
C00368,medium,referral,Bhubaneswar,27,female,7,14,74982,72247.72,54152.5,18095.219999999998,25.05,10321.1,2025-08-04,2025-11-29,32,117,69,36,21,6,6,3,4,1,21.84,0.3043,0.087,0.087,7,45703.69,0
C01002,medium,ads,Mumbai,46,female,5,12,74498,71218.26,50669.36,20548.899999999998,28.85,14243.65,2025-08-26,2025-12-25,6,121,82,47,17,12,6,3,4,1,15.08,0.2073,0.1463,0.0732,3,5948.96,0
C01195,low,organic,Kolkata,48,male,2,3,73286,73175.6,53874.23,19301.37,26.38,36587.8,2024-03-01,2024-05-01,609,61,31,15,8,4,4,3,4,1,11.97,0.2581,0.129,0.129,0,0.0,1
C00670,high,organic,Kolkata,37,female,6,15,71831,67108.67,47225.67,19883.0,29.63,11184.78,2025-11-23,2025-12-29,2,36,51,24,15,5,7,3,4,1,60.83,0.2941,0.098,0.1373,12,149070.99,0
C01180,medium,ads,Hyderabad,36,male,5,8,71472,68958.36,49072.15,19886.21,28.84,13791.67,2025-11-23,2025-12-24,7,31,24,12,4,8,0,2,3,1,58.87,0.1667,0.3333,0.0,5,90186.13,0
C00335,medium,referral,Chennai,22,male,6,13,69951,67013.75,48186.549999999996,18827.2,28.09,11168.96,2025-11-10,2025-12-28,3,48,29,16,8,1,4,3,4,1,45.63,0.2759,0.0345,0.1379,3,71811.36,0
C00255,medium,ads,Jaipur,24,male,5,10,69335,66591.81,50759.12,15832.689999999997,23.78,13318.36,2025-10-10,2025-11-17,44,38,53,29,12,8,4,3,4,1,48.03,0.2264,0.1509,0.0755,0,0.0,1
C00486,medium,ads,Ahmedabad,56,male,1,3,68748,65998.08,46434.78,19563.300000000003,29.64,65998.08,2025-11-20,2025-11-20,41,0,32,19,6,5,2,3,4,1,1.0,0.1875,0.1563,0.0625,5,248350.55000000002,0
C00836,medium,ads,Hyderabad,37,female,4,9,68724,55482.14,50969.450000000004,4512.689999999996,8.13,13870.53,2025-09-16,2025-12-30,1,105,60,30,15,10,5,3,4,1,13.9,0.25,0.1667,0.0833,6,73584.98999999999,0
C00250,medium,organic,Bangalore,47,other,8,16,68176,59676.439999999995,44835.33,14841.109999999999,24.87,7459.55,2025-05-31,2025-11-20,41,173,101,55,25,12,9,3,4,1,16.88,0.2475,0.1188,0.0891,4,38525.85,0
C00319,medium,ads,Ahmedabad,21,female,10,20,67657,63363.4,46313.880000000005,17049.52,26.91,6336.34,2025-05-19,2025-11-24,37,189,142,72,40,18,12,3,4,1,19.31,0.2817,0.1268,0.0845,4,30852.079999999998,0
C00006,high,ads,Chennai,29,male,6,13,66848,63302.92,46767.41,16535.509999999995,26.12,10550.49,2025-12-01,2025-12-30,1,29,32,16,6,8,2,3,4,1,75.52,0.1875,0.25,0.0625,11,86907.79,0
C00322,low,ads,Mumbai,33,female,4,6,66265,58773.45,42379.21,16394.239999999998,27.89,14693.36,2024-04-17,2024-12-22,374,249,58,27,14,10,7,3,4,1,5.86,0.2414,0.1724,0.1207,0,0.0,1
C00358,high,ads,Ahmedabad,37,female,2,5,65041,51487.47,49631.92,1855.5499999999984,3.6,25743.74,2025-12-06,2025-12-12,19,6,24,12,7,3,2,3,4,1,121.67,0.2917,0.125,0.0833,8,72288.46,0
C00433,medium,organic,Chennai,44,male,5,9,62907,58883.46,42038.18,16845.280000000002,28.61,11776.69,2025-11-04,2025-12-30,1,56,27,12,9,4,2,3,4,1,32.59,0.3333,0.1481,0.0741,2,10988.58,0
C00529,low,organic,Ahmedabad,29,male,2,6,61530,57506.13,44825.97,12680.159999999996,22.05,28753.06,2025-06-21,2025-07-05,179,14,20,7,8,4,1,3,4,1,52.14,0.4,0.2,0.05,0,0.0,1
C00429,medium,referral,Kolkata,21,female,4,7,61521,58726.270000000004,46746.29,11979.98,20.4,14681.57,2025-10-03,2025-12-02,29,60,40,25,8,6,1,3,4,1,24.33,0.2,0.15,0.025,5,32865.56,0
C00208,medium,referral,Mumbai,34,other,2,4,60729,52501.29,43348.9,9152.39,17.43,26250.65,2025-09-23,2025-10-09,83,16,49,25,15,3,6,3,4,1,45.63,0.3061,0.0612,0.1224,3,57278.95,0
C00223,high,organic,Bangalore,26,male,5,10,60398,49106.11,40751.37,8354.739999999998,17.01,9821.22,2025-12-01,2025-12-26,5,25,32,16,7,6,3,3,4,1,73.0,0.2188,0.1875,0.0938,12,304384.11,0
C01085,low,organic,Ahmedabad,42,female,3,6,59870,57238.9,45398.16,11840.739999999998,20.69,19079.63,2024-06-12,2025-03-27,279,288,48,24,7,11,6,3,4,1,3.8,0.1458,0.2292,0.125,0,0.0,1
C01115,medium,referral,Hyderabad,33,male,5,10,59219,54863.1,43967.79,10895.309999999996,19.86,10972.62,2025-09-17,2025-11-25,36,69,53,26,13,10,4,3,4,1,26.45,0.2453,0.1887,0.0755,6,60751.8,0
C00188,high,ads,Ahmedabad,18,male,8,15,59070,53878.18,43524.9,10353.279999999999,19.22,6734.77,2025-11-11,2025-12-23,8,42,46,23,12,7,4,3,4,1,69.52,0.2609,0.1522,0.087,11,110758.01999999999,0
C00748,high,referral,Bangalore,18,female,8,9,58705,52985.369999999995,41801.58,11183.789999999997,21.11,6623.17,2025-11-09,2025-12-29,2,50,52,27,12,8,5,3,4,1,58.4,0.2308,0.1538,0.0962,14,243372.21,0
C00645,high,referral,Ahmedabad,33,male,9,18,57536,51792.47,43160.01,8632.46,16.67,5754.72,2025-10-23,2025-12-26,5,64,83,38,22,15,8,3,4,1,51.33,0.2651,0.1807,0.0964,11,305209.95999999996,0
C00770,medium,ads,Jaipur,29,female,3,6,57251,53860.52,43300.85,10559.669999999998,19.61,17953.51,2025-11-30,2025-12-07,24,7,17,10,2,2,3,3,4,1,156.43,0.1176,0.1176,0.1765,3,40548.0,0
C01150,medium,ads,Hyderabad,25,male,6,11,57120,52688.159999999996,42590.86,10097.299999999997,19.16,8781.36,2025-09-13,2025-12-05,26,83,54,27,9,14,4,3,4,1,26.39,0.1667,0.2593,0.0741,0,0.0,1
C00060,low,ads,Pune,54,male,1,2,56226,52852.439999999995,37689.18,15163.259999999995,28.69,52852.44,2025-02-01,2025-02-01,333,0,69,35,13,13,8,3,4,1,1.0,0.1884,0.1884,0.1159,0,0.0,1
C00656,low,referral,Bangalore,54,female,2,6,56013,54844.56,40059.12,14785.439999999995,26.96,27422.28,2025-03-18,2025-04-25,250,38,71,31,21,16,3,3,4,1,19.21,0.2958,0.2254,0.0423,1,4203.36,0
C01053,medium,ads,Delhi,37,female,4,7,55408,50430.7,39086.72,11343.979999999998,22.49,12607.67,2025-11-10,2025-12-24,7,44,35,21,3,7,4,3,4,1,33.18,0.0857,0.2,0.1143,5,151778.96,0
C01018,medium,organic,Chennai,18,female,3,9,54753,53638.59,36649.47,16989.12,31.67,17879.53,2025-08-28,2025-10-19,73,52,70,34,16,14,6,3,4,1,21.06,0.2286,0.2,0.0857,3,109476.81,0
C00817,medium,ads,Bangalore,29,female,4,7,54450,43287.88,38034.68,5253.199999999999,12.14,10821.97,2025-11-19,2025-12-22,9,33,33,17,6,9,1,3,4,1,44.24,0.1818,0.2727,0.0303,5,147940.74,0
C00179,medium,referral,Pune,27,male,1,3,53763,52150.11,42164.04,9986.07,19.15,52150.11,2025-12-17,2025-12-17,14,0,40,21,10,5,4,3,4,1,1.0,0.25,0.125,0.1,5,124397.72,0
C01006,medium,organic,Bangalore,28,female,1,2,52988,52458.12,39564.76,12893.36,24.58,52458.12,2025-08-12,2025-08-12,141,0,81,36,26,13,6,3,4,1,1.0,0.321,0.1605,0.0741,3,32868.6,0
C01061,medium,organic,Chennai,41,male,4,6,52810,49377.06,37600.68,11776.38,23.85,12344.26,2025-09-25,2025-11-03,58,39,43,18,11,5,9,3,4,1,37.44,0.2558,0.1163,0.2093,1,7366.66,0
C00747,medium,ads,Ahmedabad,42,male,3,6,52636,45674.04,36826.049999999996,8847.990000000002,19.37,15224.68,2025-09-15,2025-12-19,12,95,83,50,24,5,4,3,4,1,11.53,0.2892,0.0602,0.0482,6,98685.51,0
C00514,medium,organic,Chennai,34,other,6,11,51971,49246.84,37039.39,12207.449999999997,24.79,8207.81,2025-09-02,2025-12-26,5,115,58,29,19,7,3,3,4,1,19.04,0.3276,0.1207,0.0517,1,27887.960000000003,0
C00390,medium,ads,Jaipur,27,female,2,3,51795,48429.70999999999,32403.9,16025.809999999994,33.09,24214.85,2025-11-23,2025-12-03,28,10,18,9,5,3,1,3,4,1,73.0,0.2778,0.1667,0.0556,5,155380.52999999997,0
C00672,medium,referral,Hyderabad,50,male,2,2,51100,48508.899999999994,34058.86,14450.039999999997,29.79,24254.45,2025-11-06,2025-11-29,32,23,32,15,9,5,3,3,4,1,31.74,0.2813,0.1563,0.0938,1,67249.71,0
C00269,low,organic,Bhubaneswar,23,female,4,7,50951,40173.58,33877.270000000004,6296.309999999998,15.67,10043.4,2024-10-30,2025-02-25,309,118,79,39,22,11,7,3,4,1,12.37,0.2785,0.1392,0.0886,0,0.0,1
C00163,medium,ads,Bhubaneswar,22,female,2,4,50882,49454.26,34963.46,14490.800000000003,29.3,24727.13,2025-12-02,2025-12-09,22,7,39,16,11,10,2,3,4,1,104.29,0.2821,0.2564,0.0513,3,23769.300000000003,0
C01075,medium,organic,Ahmedabad,19,female,6,10,50324,47412.18,35544.28,11867.9,25.03,7902.03,2025-09-23,2025-12-27,4,95,62,36,10,9,7,3,4,1,23.05,0.1613,0.1452,0.1129,4,157955.96,0
C00183,high,organic,Chennai,38,male,5,12,49951,42535.94,34385.91,8150.029999999999,19.16,8507.19,2025-12-15,2025-12-25,6,10,22,11,4,6,1,3,4,1,182.5,0.1818,0.2727,0.0455,11,110333.03,0
C01099,medium,ads,Kolkata,49,male,3,7,48783,45175.68,37301.15,7874.529999999997,17.43,15058.56,2025-10-23,2025-12-10,21,48,31,14,7,6,4,3,4,1,22.81,0.2258,0.1935,0.129,4,86244.79,0
C00829,medium,ads,Delhi,21,female,3,5,48569,42168.649999999994,34399.92,7768.729999999997,18.42,14056.22,2025-11-21,2025-12-22,9,31,34,13,13,7,1,3,4,1,35.32,0.3824,0.2059,0.0294,4,9246.01,0
C00420,medium,organic,Pune,29,male,6,14,47336,40987.26,33106.47,7880.790000000001,19.23,6831.21,2025-09-12,2025-12-26,5,105,50,25,12,8,5,3,4,1,20.86,0.24,0.16,0.1,2,124918.17,0
C00258,medium,organic,Pune,23,male,3,7,47276,44679.24,32188.940000000002,12490.299999999997,27.96,14893.08,2025-10-16,2025-12-12,19,57,41,21,12,5,3,3,4,1,19.21,0.2927,0.122,0.0732,5,158503.74,0
C00161,low,referral,Mumbai,18,female,1,2,47274,36400.98,36716.0,-315.0199999999968,-0.87,36400.98,2025-09-11,2025-09-11,111,0,30,18,6,2,4,3,4,1,1.0,0.2,0.0667,0.1333,0,0.0,1
C00588,low,organic,Delhi,58,female,1,2,47274,45383.04,36716.0,8667.04,19.1,45383.04,2024-02-23,2024-02-23,677,0,14,6,3,3,2,3,4,1,1.0,0.2143,0.2143,0.1429,0,0.0,1
C00387,medium,organic,Delhi,18,female,5,11,47066,44659.299999999996,31973.21,12686.089999999998,28.41,8931.86,2025-08-13,2025-10-24,68,72,92,40,25,16,11,3,4,1,25.35,0.2717,0.1739,0.1196,5,109065.18,0
C00036,medium,ads,Jaipur,46,male,2,3,45775,43944.0,35817.14,8126.860000000001,18.49,21972.0,2025-11-16,2025-11-18,43,2,36,17,9,6,4,3,4,1,365.0,0.25,0.1667,0.1111,4,189666.13999999998,0
C00996,medium,organic,Pune,50,female,2,2,45702,41588.82,31531.41,10057.41,24.18,20794.41,2025-10-04,2025-10-29,63,25,38,19,10,5,4,3,4,1,29.2,0.2632,0.1316,0.1053,1,15476.24,0
C00797,medium,organic,Delhi,26,other,3,5,45234,41359.89,30428.870000000003,10931.019999999997,26.43,13786.63,2025-06-17,2025-12-07,24,173,116,63,30,14,9,3,4,1,6.33,0.2586,0.1207,0.0776,1,1770.8600000000001,0
C00623,medium,organic,Kolkata,49,female,5,7,45032,38919.61,32338.09,6581.5199999999995,16.91,7783.92,2025-06-10,2025-12-18,13,191,75,33,16,16,10,3,4,1,9.55,0.2133,0.2133,0.1333,5,103418.51,0
C00219,medium,ads,Kolkata,41,female,7,15,43671,39864.67,29618.57,10246.099999999999,25.7,5694.95,2025-02-07,2025-11-08,53,274,147,75,36,16,20,3,4,1,9.32,0.2449,0.1088,0.1361,2,26404.08,0
C00426,medium,organic,Chennai,59,female,3,7,43196,42387.51,29009.910000000003,13377.599999999999,31.56,14129.17,2025-10-20,2025-11-16,45,27,38,22,7,5,4,3,4,1,40.56,0.1842,0.1316,0.1053,2,26493.44,0
C00362,low,organic,Chennai,30,female,2,6,43005,39624.450000000004,33153.509999999995,6470.940000000004,16.33,19812.23,2024-06-16,2024-09-04,483,80,36,20,5,5,6,3,4,1,9.13,0.1389,0.1389,0.1667,0,0.0,1
C00122,medium,organic,Pune,29,other,5,9,41650,36951.979999999996,28876.309999999998,8075.669999999998,21.85,7390.4,2025-06-24,2025-09-24,98,92,103,54,20,21,8,3,4,1,19.84,0.1942,0.2039,0.0777,3,140766.96000000002,0
C00573,low,referral,Bangalore,25,male,1,1,41602,41185.98,27461.49,13724.490000000002,33.32,41185.98,2025-01-22,2025-01-22,343,0,41,22,9,4,6,3,4,1,1.0,0.2195,0.0976,0.1463,0,0.0,1
C01227,high,organic,Chennai,34,male,7,13,40921,36308.59,27132.96,9175.63,25.27,5186.94,2024-12-28,2025-02-15,319,49,72,39,13,8,12,3,4,1,52.14,0.1806,0.1111,0.1667,0,0.0,1
C00705,medium,referral,Kolkata,27,female,1,1,40708,39486.76,28016.44,11470.320000000003,29.05,39486.76,2025-12-29,2025-12-29,2,0,16,8,7,0,1,3,3,1,1.0,0.4375,0.0,0.0625,5,110959.14,0
C00884,low,organic,Kolkata,44,female,3,6,40670,34432.09,29421.699999999997,5010.390000000001,14.55,11477.36,2024-02-03,2025-01-03,362,335,118,61,31,17,9,3,4,1,3.27,0.2627,0.1441,0.0763,0,0.0,1
C01174,high,organic,Mumbai,32,male,5,10,40660,36713.42,27818.79,8894.63,24.23,7342.68,2025-10-31,2025-12-29,2,59,50,24,10,10,6,3,4,1,30.93,0.2,0.2,0.12,14,489279.42,0
C00450,medium,ads,Bangalore,36,male,2,4,39494,34751.36,25545.94,9205.419999999998,26.49,17375.68,2025-09-04,2025-12-11,20,98,67,30,21,6,10,3,4,1,7.45,0.3134,0.0896,0.1493,6,56710.54,0
C00314,medium,ads,Bhubaneswar,40,male,3,7,39355,35390.39,28112.75,7277.6399999999985,20.56,11796.8,2025-10-21,2025-11-18,43,28,50,26,10,7,7,3,4,1,39.11,0.2,0.14,0.14,1,7873.92,0
C00569,medium,ads,Mumbai,35,female,1,2,38626,37467.22,29456.18,8011.040000000001,21.38,37467.22,2025-12-27,2025-12-27,4,0,6,4,2,0,0,2,2,1,1.0,0.3333,0.0,0.0,0,0.0,1
C00186,medium,organic,Ahmedabad,32,female,5,11,38541,36353.34,29317.260000000002,7036.079999999996,19.35,7270.67,2025-10-15,2025-12-05,26,51,40,17,13,6,4,3,4,1,35.78,0.325,0.15,0.1,3,84640.36,0
C00132,medium,organic,Delhi,24,male,3,5,38218,27753.26,29876.93,-2123.670000000001,-7.65,9251.09,2025-10-04,2025-11-07,54,34,36,17,13,2,4,3,4,1,32.21,0.3611,0.0556,0.1111,2,16113.060000000001,0
C00444,medium,organic,Bhubaneswar,28,male,4,6,37885,34709.03,23700.890000000003,11008.139999999998,31.72,8677.26,2025-10-06,2025-11-07,54,32,40,23,8,4,5,3,4,1,45.63,0.2,0.1,0.125,3,39582.06,0
C00403,medium,organic,Mumbai,34,male,1,1,37838,35946.1,24884.77,11061.329999999998,30.77,35946.1,2025-12-04,2025-12-04,27,0,14,9,4,0,1,3,3,1,1.0,0.2857,0.0,0.0714,3,73705.84,0
C01049,medium,ads,Mumbai,39,male,2,4,37697,33705.770000000004,27115.440000000002,6590.329999999999,19.55,16852.89,2025-10-26,2025-12-31,0,66,55,31,13,6,5,3,4,1,11.06,0.2364,0.1091,0.0909,4,126465.54,0
C00299,low,organic,Jaipur,29,female,4,7,37076,35038.98,27739.85,7299.13,20.83,8759.75,2024-12-19,2025-10-01,91,286,110,69,20,14,7,3,4,1,5.1,0.1818,0.1273,0.0636,0,0.0,1
C01038,low,organic,Chennai,19,female,1,2,35842,34408.32,28109.36,6298.959999999999,18.31,34408.32,2025-07-19,2025-07-19,165,0,12,7,4,0,1,3,3,1,1.0,0.3333,0.0,0.0833,0,0.0,1
C00984,low,organic,Ahmedabad,44,male,2,6,35718,32049.960000000003,27691.29,4358.670000000001,13.6,16024.98,2025-11-01,2025-12-31,0,60,35,15,12,6,2,3,4,1,12.17,0.3429,0.1714,0.0571,1,6701.400000000001,0
C00102,low,organic,Kolkata,40,female,2,4,35687,32727.230000000003,27220.37,5506.860000000003,16.83,16363.62,2024-05-28,2024-07-26,523,59,38,17,8,7,6,3,4,1,12.37,0.2105,0.1842,0.1579,0,0.0,1
C00473,medium,referral,Delhi,28,male,9,17,35480,33860.409999999996,25471.07,8389.339999999998,24.78,3762.27,2025-05-11,2025-12-10,21,213,107,55,21,26,5,3,4,1,15.42,0.1963,0.243,0.0467,4,20683.36,0
C00333,medium,referral,Kolkata,45,female,5,9,35291,32598.97,23910.51,8688.460000000001,26.65,6519.79,2025-06-17,2025-12-23,8,189,109,46,27,16,20,3,4,1,9.66,0.2477,0.1468,0.1835,1,30729.6,0
C00042,low,ads,Bhubaneswar,26,male,1,3,35103,28784.460000000003,26543.22,2241.2400000000016,7.79,28784.46,2025-08-03,2025-08-03,150,0,9,3,3,1,2,2,4,1,1.0,0.3333,0.1111,0.2222,0,0.0,1
C00957,medium,ads,Kolkata,51,male,4,9,35047,29770.66,24762.74,5007.919999999999,16.82,7442.66,2025-10-22,2025-12-25,6,64,50,23,16,7,4,3,4,1,22.81,0.32,0.14,0.08,2,25289.739999999998,0
C01191,low,ads,Jaipur,22,other,4,9,33963,33114.69,24702.079999999998,8412.61,25.4,8278.67,2024-09-07,2025-03-25,281,199,46,21,16,8,1,3,4,1,7.34,0.3478,0.1739,0.0217,0,0.0,1
C00023,low,organic,Delhi,41,female,1,2,33550,31537.0,20262.08,11274.919999999998,35.75,31537.0,2025-02-24,2025-02-24,310,0,9,3,4,2,0,2,3,1,1.0,0.4444,0.2222,0.0,0,0.0,1
C00600,low,organic,Kolkata,41,male,1,1,33217,32884.83,25227.08,7657.75,23.29,32884.83,2024-03-18,2024-03-18,653,0,8,5,1,1,1,3,4,1,1.0,0.125,0.125,0.125,0,0.0,1
C00194,medium,organic,Mumbai,41,female,4,8,33126,30349.46,21690.13,8659.33,28.53,7587.36,2025-11-03,2025-12-05,26,32,23,11,7,2,3,3,4,1,45.63,0.3043,0.087,0.1304,2,9935.31,0
C00546,low,referral,Mumbai,30,male,2,5,31440,30913.32,21259.9,9653.419999999998,31.23,15456.66,2024-08-08,2024-08-27,491,19,13,4,6,0,3,3,3,1,38.42,0.4615,0.0,0.2308,0,0.0,1
C01000,medium,ads,Mumbai,23,male,6,10,31232,29468.899999999998,22749.71,6719.189999999998,22.8,4911.48,2025-09-04,2025-12-03,28,90,48,24,11,9,4,3,4,1,24.33,0.2292,0.1875,0.0833,2,21956.41,0
C00744,medium,organic,Chennai,45,female,4,9,31165,27160.47,21464.47,5695.999999999999,20.97,6790.12,2025-11-02,2025-12-30,1,58,34,12,12,8,2,3,4,1,25.17,0.3529,0.2353,0.0588,8,138897.63999999998,0
C01132,medium,organic,Hyderabad,51,male,2,5,29916,28133.04,18918.79,9214.25,32.75,14066.52,2025-11-11,2025-12-05,26,24,51,22,13,8,8,3,4,1,30.42,0.2549,0.1569,0.1569,2,36841.84,0
C01091,medium,ads,Bhubaneswar,33,male,3,9,29037,25770.09,20798.46,4971.63,19.29,8590.03,2025-11-15,2025-12-31,0,46,19,8,8,3,0,2,3,1,23.8,0.4211,0.1579,0.0,1,2984.8,0
C00923,medium,organic,Pune,55,male,5,10,28995,25697.08,20151.79,5545.29,21.58,5139.42,2025-09-08,2025-10-13,79,35,54,27,15,8,4,3,4,1,52.14,0.2778,0.1481,0.0741,3,75130.20000000001,0
C01224,low,ads,Ahmedabad,31,other,2,6,28746,27521.22,20969.16,6552.060000000001,23.81,13760.61,2025-05-11,2025-05-22,223,11,9,5,1,3,0,2,3,1,66.36,0.1111,0.3333,0.0,0,0.0,1
C00321,medium,ads,Bhubaneswar,45,female,2,4,28681,27672.489999999998,21111.620000000003,6560.869999999997,23.71,13836.24,2025-12-16,2025-12-18,13,2,28,13,8,6,1,3,4,1,365.0,0.2857,0.2143,0.0357,2,16583.6,0
C00616,low,organic,Hyderabad,21,male,2,4,28652,26646.64,19123.98,7522.660000000001,28.23,13323.32,2025-03-30,2025-12-29,2,274,67,35,18,8,6,3,4,1,2.66,0.2687,0.1194,0.0896,0,0.0,1
